Orthogroup	Dgub_JAMKOV01	D_mel_protein
OG0009251	KAI8038883.1	FBpp0071968
OG0009252	KAI8038572.1	FBpp0085662
OG0009253	KAI8038569.1	FBpp0085686
OG0009254	KAI8038904.1	FBpp0086993
OG0009255	KAI8038585.1	FBpp0085604
OG0009256	KAI8038782.1	FBpp0085532
OG0009257	KAI8038580.1	FBpp0288561
OG0009258	KAI8038611.1	FBpp0087347
OG0009261	KAI8038824.1	FBpp0072030
OG0009262	KAI8038636.1	FBpp0087589
OG0009263	KAI8038872.1	FBpp0085677
OG0009264	KAI8038853.1	FBpp0085594
OG0009265	KAI8038826.1	FBpp0071966
OG0009266	KAI8038524.1	FBpp0085535
OG0009267	KAI8038877.1	FBpp0085668
OG0009268	KAI8038532.1	FBpp0085636
OG0009269	KAI8038361.1	FBpp0085569
OG0009270	KAI8038540.1	FBpp0087336
OG0009271	KAI8038642.1	FBpp0087634
OG0009272	KAI8038898.1	FBpp0085666
OG0009273	KAI8038825.1	FBpp0071965
OG0009274	KAI8038531.1	FBpp0085580
OG0009275	KAI8038781.1	FBpp0085607
OG0009276	KAI8038899.1	FBpp0085665
OG0009277	KAI8038907.1	FBpp0111307
OG0009278	KAI8038437.1	FBpp0085577
OG0009284	KAI8038893.1	FBpp0423076
OG0009285	KAI8038742.1	FBpp0099807
OG0009286	KAI8038430.1	FBpp0085657
OG0009287	KAI8038741.1	FBpp0085690
OG0009288	KAI8038477.1	FBpp0290172
OG0009289	KAI8038537.1	FBpp0071612
OG0009290	KAI8038351.1	FBpp0087641
OG0009291	KAI8038350.1	FBpp0087587
OG0009292	KAI8038345.1	FBpp0087640
OG0009293	KAI8038644.1	FBpp0072003
OG0009294	KAI8038386.1	FBpp0087681
OG0009295	KAI8038680.1	FBpp0071946
OG0009297	KAI8038686.1	FBpp0071945
OG0009298	KAI8038687.1	FBpp0071919
OG0009299	KAI8038685.1	FBpp0071920
OG0009300	KAI8038683.1	FBpp0071921
OG0009302	KAI8038378.1	FBpp0087712
OG0009305	KAI8038691.1	FBpp0086953
OG0009306	KAI8038433.1	FBpp0086996
OG0009307	KAI8038653.1	FBpp0085564
OG0009308	KAI8038821.1	FBpp0071932
OG0009309	KAI8038829.1	FBpp0071931
OG0009310	KAI8038827.1	FBpp0071928
OG0009311	KAI8038767.1	FBpp0071564
OG0009313	KAI8038868.1	FBpp0087663
OG0009314	KAI8038867.1	FBpp0087704
OG0009315	KAI8038746.1	FBpp0085658
OG0009316	KAI8038778.1	FBpp0086937
OG0009317	KAI8038779.1	FBpp0087004
OG0009318	KAI8038646.1	FBpp0290742
OG0009319	KAI8038810.1	FBpp0289271
OG0009320	KAI8038855.1	FBpp0085609
OG0009323	KAI8038903.1	FBpp0086980
OG0009324	KAI8038645.1	FBpp0072004
OG0009325	KAI8038406.1	FBpp0087676
OG0009331	KAI8038773.1	FBpp0071925
OG0009333	KAI8038791.1	FBpp0071974
OG0009334	KAI8038364.1	FBpp0085571
OG0009335	KAI8038493.1	FBpp0085716
OG0009336	KAI8038688.1	FBpp0087648
OG0009337	KAI8038343.1	FBpp0087638
OG0009338	KAI8038902.1	FBpp0085617
OG0009339	KAI8038661.1	FBpp0085562
OG0009340	KAI8038655.1	FBpp0085545
OG0009341	KAI8038654.1	FBpp0085544
OG0009342	KAI8038817.1	FBpp0085563
OG0009343	KAI8038882.1	FBpp0071969
OG0009344	KAI8038365.1	FBpp0100144
OG0009345	KAI8038609.1	FBpp0087342
OG0009346	KAI8038613.1	FBpp0087343
OG0009347	KAI8038526.1	FBpp0085533
OG0009348	KAI8038456.1	FBpp0071994
OG0009349	KAI8038744.1	FBpp0085659
OG0009351	KAI8038473.1	FBpp0309701
OG0009352	KAI8038849.1	FBpp0085590
OG0009353	KAI8038850.1	FBpp0085613
OG0009354	KAI8038429.1	FBpp0085719
OG0009355	KAI8038875.1	FBpp0085672
OG0009356	KAI8038880.1	FBpp0085675
OG0009357	KAI8038330.1	FBpp0087317
OG0009358	KAI8038333.1	FBpp0087346
OG0009359	KAI8038607.1	FBpp0071609
OG0009361	KAI8037425.1	FBpp0111319
OG0009362	KAI8037424.1	FBpp0085360
OG0009363	KAI8035950.1	FBpp0071652
OG0009364	KAI8035863.1	FBpp0071712
OG0009365	KAI8035912.1	FBpp0085699
OG0009367	KAI8035901.1	FBpp0071659
OG0009368	KAI8035908.1	FBpp0085703
OG0009369	KAI8035873.1	FBpp0085744
OG0009370	KAI8035935.1	FBpp0071654
OG0009372	KAI8035949.1	FBpp0071653
OG0009373	KAI8035934.1	FBpp0099451
OG0009374	KAI8035948.1	FBpp0071651
OG0009375	KAI8035947.1	FBpp0071636
OG0009376	KAI8035960.1	FBpp0099440
OG0009377	KAI8035903.1	FBpp0291634
OG0009378	KAI8035929.1	FBpp0071672
OG0009379	KAI8035921.1	FBpp0423061
OG0009380	KAI8035922.1	FBpp0071674
OG0009381	KAI8035862.1	FBpp0071716
OG0009383	KAI8035852.1	FBpp0071700
OG0009384	KAI8035854.1	FBpp0071680
OG0009385	KAI8035856.1	FBpp0071679
OG0009386	KAI8035914.1	FBpp0085747
OG0009388	KAI8035875.1	FBpp0071663
OG0009389	KAI8035926.1	FBpp0071703
OG0009390	KAI8035941.1	FBpp0071669
OG0009391	KAI8035958.1	FBpp0071643
OG0009392	KAI8044150.1	FBpp0084243
OG0009393	KAI8044716.1	FBpp0085113
OG0009394	KAI8045921.1	FBpp0300170
OG0009395	KAI8044319.1	FBpp0301983
OG0009396	KAI8044551.1	FBpp0081361
OG0009397	KAI8043952.1	FBpp0083531
OG0009400	KAI8045205.1	FBpp0083574
OG0009402	KAI8045785.1	FBpp0112198
OG0009403	KAI8045573.1	FBpp0084089
OG0009404	KAI8045733.1	FBpp0085093
OG0009405	KAI8044364.1	FBpp0084162
OG0009406	KAI8045063.1	FBpp0085072
OG0009407	KAI8045057.1	FBpp0401456
OG0009408	KAI8044245.1	FBpp0084155
OG0009409	KAI8045064.1	FBpp0085071
OG0009411	KAI8045777.1	FBpp0084144
OG0009412	KAI8045782.1	FBpp0084146
OG0009413	KAI8044149.1	FBpp0308366
OG0009414	KAI8046705.1	FBpp0083551
OG0009415	KAI8044005.1	FBpp0085081
OG0009416	KAI8046554.1	FBpp0081348
OG0009417	KAI8045732.1	FBpp0085111
OG0009418	KAI8046809.1	FBpp0083579
OG0009419	KAI8044757.1	FBpp0081329
OG0009420	KAI8046360.1	FBpp0297716
OG0009421	KAI8035161.1	FBpp0073384
OG0009422	KAI8045321.1	FBpp0081318
OG0009423	KAI8045161.1	FBpp0083557
OG0009424	KAI8044591.1	FBpp0084220
OG0009425	KAI8045510.1	FBpp0084209
OG0009426	KAI8045682.1	FBpp0084179
OG0009427	KAI8044195.1	FBpp0081399
OG0009428	KAI8044198.1	FBpp0081424
OG0009429	KAI8046015.1	FBpp0111410
OG0009430	KAI8045835.1	FBpp0081400
OG0009431	KAI8045461.1	FBpp0084131
OG0009432	KAI8045455.1	FBpp0084172
OG0009433	KAI8044143.1	FBpp0084241
OG0009434	KAI8044147.1	FBpp0084189
OG0009435	KAI8044065.1	FBpp0084176
OG0009437	KAI8044317.1	FBpp0081367
OG0009438	KAI8044592.1	FBpp0289959
OG0009440	KAI8045460.1	FBpp0081305
OG0009442	KAI8045678.1	FBpp0084184
OG0009444	KAI8045111.1	FBpp0084234
OG0009446	KAI8045109.1	FBpp0084237
OG0009450	KAI8045729.1	FBpp0085109
OG0009451	KAI8045722.1	FBpp0085110
OG0009452	KAI8045681.1	FBpp0084248
OG0009453	KAI8045832.1	FBpp0081401
OG0009455	KAI8045371.1	FBpp0081493
OG0009456	KAI8044173.1	FBpp0288935
OG0009457	KAI8045459.1	FBpp0288492
OG0009458	KAI8045465.1	FBpp0084133
OG0009459	KAI8045103.1	FBpp0352247
OG0009460	KAI8045199.1	FBpp0083569
OG0009465	KAI8045323.1	FBpp0081317
OG0009466	KAI8045322.1	FBpp0081355
OG0009467	KAI8033310.1	FBpp0073250
OG0009468	KAI8044362.1	FBpp0084165
OG0009469	KAI8044360.1	FBpp0084138
OG0009470	KAI8046460.1	FBpp0083555
OG0009471	KAI8044012.1	FBpp0085074
OG0009472	KAI8044415.1	FBpp0081333
OG0009473	KAI8046357.1	FBpp0081321
OG0009474	KAI8043946.1	FBpp0083530
OG0009475	KAI8044359.1	FBpp0083564
OG0009477	KAI8033133.1	FBpp0073840
OG0009478	KAI8044365.1	FBpp0084140
OG0009480	KAI8033311.1	FBpp0288875
OG0009481	KAI8044249.1	FBpp0084157
OG0009482	KAI8044250.1	FBpp0289862
OG0009484	KAI8045112.1	FBpp0084240
OG0009485	KAI8044144.1	FBpp0084190
OG0009486	KAI8033182.1	FBpp0073841
OG0009488	KAI8045207.1	FBpp0083568
OG0009491	KAI8046366.1	FBpp0081324
OG0009492	KAI8044044.1	FBpp0289636
OG0009493	KAI8034639.1	FBpp0076984
OG0009494	KAI8044766.1	FBpp0081326
OG0009495	KAI8044767.1	FBpp0110325
OG0009496	KAI8044764.1	FBpp0081325
OG0009497	KAI8044062.1	FBpp0084090
OG0009498	KAI8044006.1	FBpp0085080
OG0009499	KAI8046555.1	FBpp0081322
OG0009500	KAI8045511.1	FBpp0083546
OG0009502	KAI8046704.1	FBpp0083550
OG0009503	KAI8045925.1	FBpp0081434
OG0009505	KAI8045324.1	FBpp0081356
OG0009506	KAI8046239.1	FBpp0081343
OG0009507	KAI8044763.1	FBpp0081328
OG0009508	KAI8045778.1	FBpp0112197
OG0009509	KAI8034617.1	FBpp0076978
OG0009510	KAI8044060.1	FBpp0084126
OG0009513	KAI8045920.1	FBpp0081428
OG0009515	KAI8034618.1	FBpp0292096
OG0009516	KAI8039910.1	FBpp0087136
OG0009517	KAI8039656.1	FBpp0087171
OG0009518	KAI8039985.1	FBpp0085982
OG0009519	KAI8039984.1	FBpp0085997
OG0009520	KAI8039504.1	FBpp0086153
OG0009521	KAI8039785.1	FBpp0310925
OG0009522	KAI8039782.1	FBpp0072287
OG0009523	KAI8039674.1	FBpp0087259
OG0009524	KAI8040034.1	FBpp0087185
OG0009525	KAI8039909.1	FBpp0111983
OG0009526	KAI8034643.1	FBpp0077003
OG0009528	KAI8039980.1	FBpp0087213
OG0009529	KAI8040044.1	FBpp0086535
OG0009530	KAI8039793.1	FBpp0086498
OG0009531	KAI8039790.1	FBpp0086531
OG0009532	KAI8039677.1	FBpp0087226
OG0009533	KAI8039811.1	FBpp0086010
OG0009534	KAI8039564.1	FBpp0086231
OG0009535	KAI8040070.1	FBpp0086539
OG0009536	KAI8035124.1	FBpp0076931
OG0009537	KAI8039708.1	FBpp0086333
OG0009539	KAI8039878.1	FBpp0072206
OG0009541	KAI8035152.1	FBpp0076893
OG0009542	KAI8039595.1	FBpp0072059
OG0009543	KAI8039839.1	FBpp0308230
OG0009544	KAI8039549.1	FBpp0072094
OG0009545	KAI8040127.1	FBpp0112948
OG0009546	KAI8039562.1	FBpp0111676
OG0009549	KAI8039877.1	FBpp0072258
OG0009551	KAI8039537.1	FBpp0072200
OG0009552	KAI8039932.1	FBpp0088516
OG0009553	KAI8039536.1	FBpp0072263
OG0009554	KAI8039927.1	FBpp0088514
OG0009555	KAI8039746.1	FBpp0087290
OG0009556	KAI8040081.1	FBpp0111331
OG0009557	KAI8039762.1	FBpp0086076
OG0009558	KAI8039773.1	FBpp0087215
OG0009559	KAI8039838.1	FBpp0086336
OG0009560	KAI8039606.1	FBpp0087287
OG0009561	KAI8039876.1	FBpp0072207
OG0009563	KAI8039502.1	FBpp0086152
OG0009564	KAI8039510.1	FBpp0072212
OG0009565	KAI8039747.1	FBpp0087289
OG0009566	KAI8039486.1	FBpp0072223
OG0009567	KAI8040183.1	FBpp0087130
OG0009568	KAI8039521.1	FBpp0087089
OG0009569	KAI8039894.1	FBpp0111336
OG0009570	KAI8039706.1	FBpp0086334
OG0009571	KAI8039707.1	FBpp0086276
OG0009572	KAI8039745.1	FBpp0087207
OG0009573	KAI8039744.1	FBpp0087291
OG0009574	KAI8040080.1	FBpp0087208
OG0009575	KAI8039972.1	FBpp0087288
OG0009576	KAI8039820.1	FBpp0297191
OG0009577	KAI8039783.1	FBpp0072283
OG0009578	KAI8040103.1	FBpp0087262
OG0009579	KAI8039805.1	FBpp0072325
OG0009580	KAI8039801.1	FBpp0293340
OG0009581	KAI8040102.1	FBpp0111296
OG0009582	KAI8039755.1	FBpp0304670
OG0009583	KAI8039854.1	FBpp0086132
OG0009584	KAI8040105.1	FBpp0087222
OG0009585	KAI8040111.1	FBpp0304273
OG0009588	KAI8039840.1	FBpp0087511
OG0009589	KAI8040156.1	FBpp0086007
OG0009590	KAI8040157.1	FBpp0086063
OG0009592	KAI8040149.1	FBpp0288746
OG0009594	KAI8040075.1	FBpp0086725
OG0009597	KAI8035117.1	FBpp0073234
OG0009599	KAI8035118.1	FBpp0073233
OG0009600	KAI8039563.1	FBpp0423080
OG0009603	KAI8039808.1	FBpp0072328
OG0009605	KAI8039807.1	FBpp0308241
OG0009606	KAI8039809.1	FBpp0312189
OG0009612	KAI8040028.1	FBpp0087178
OG0009613	KAI8033174.1	FBpp0073658
OG0009615	KAI8039572.1	FBpp0087182
OG0009616	KAI8039908.1	FBpp0072070
OG0009618	KAI8034400.1	FBpp0309346
OG0009619	KAI8039845.1	FBpp0086096
OG0009621	KAI8040042.1	FBpp0111294
OG0009622	KAI8040114.1	FBpp0112270
OG0009623	KAI8040173.1	FBpp0072228
OG0009624	KAI8039494.1	FBpp0289237
OG0009627	KAI8039713.1	FBpp0086205
OG0009628	KAI8040048.1	FBpp0087168
OG0009629	KAI8040050.1	FBpp0111338
OG0009630	KAI8039997.1	FBpp0086127
OG0009631	KAI8039653.1	FBpp0297766
OG0009632	KAI8039652.1	FBpp0298339
OG0009633	KAI8039760.1	FBpp0086074
OG0009634	KAI8039686.1	FBpp0086199
OG0009635	KAI8040029.1	FBpp0111298
OG0009638	KAI8039991.1	FBpp0086129
OG0009639	KAI8039694.1	FBpp0086551
OG0009640	KAI8039732.1	FBpp0072049
OG0009641	KAI8039769.1	FBpp0291587
OG0009643	KAI8040012.1	FBpp0072192
OG0009644	KAI8040095.1	FBpp0086068
OG0009645	KAI8040094.1	FBpp0086116
OG0009646	KAI8039722.1	FBpp0086115
OG0009648	KAI8039924.1	FBpp0072077
OG0009649	KAI8039545.1	FBpp0072097
OG0009651	KAI8039629.1	FBpp0072184
OG0009655	KAI8039703.1	FBpp0085960
OG0009656	KAI8039847.1	FBpp0087124
OG0009657	KAI8039598.1	FBpp0086045
OG0009658	KAI8039599.1	FBpp0086020
OG0009659	KAI8040046.1	FBpp0293356
OG0009660	KAI8039711.1	FBpp0086275
OG0009661	KAI8039710.1	FBpp0086274
OG0009664	KAI8040023.1	FBpp0087227
OG0009665	KAI8040022.1	FBpp0087228
OG0009666	KAI8039719.1	FBpp0087094
OG0009667	KAI8039609.1	FBpp0086252
OG0009668	KAI8040061.1	FBpp0290722
OG0009669	KAI8039691.1	FBpp0086555
OG0009670	KAI8040024.1	FBpp0303036
OG0009671	KAI8039966.1	FBpp0086049
OG0009672	KAI8039965.1	FBpp0290480
OG0009674	KAI8039705.1	FBpp0085954
OG0009675	KAI8040160.1	FBpp0087300
OG0009676	KAI8040158.1	FBpp0087298
OG0009677	KAI8039485.1	FBpp0087299
OG0009678	KAI8039788.1	FBpp0086530
OG0009679	KAI8039935.1	FBpp0086253
OG0009680	KAI8039622.1	FBpp0087144
OG0009681	KAI8033128.1	FBpp0074063
OG0009684	KAI8039523.1	FBpp0087092
OG0009685	KAI8039844.1	FBpp0086107
OG0009686	KAI8040131.1	FBpp0072282
OG0009687	KAI8040132.1	FBpp0072281
OG0009689	KAI8039515.1	FBpp0072215
OG0009690	KAI8040026.1	FBpp0087243
OG0009691	KAI8039576.1	FBpp0288428
OG0009692	KAI8039614.1	FBpp0087044
OG0009693	KAI8039588.1	FBpp0072069
OG0009696	KAI8039587.1	FBpp0072068
OG0009697	KAI8040015.1	FBpp0072195
OG0009698	KAI8039931.1	FBpp0088528
OG0009699	KAI8034620.1	FBpp0076932
OG0009700	KAI8039919.1	FBpp0072196
OG0009703	KAI8039905.1	FBpp0289779
OG0009704	KAI8039957.1	FBpp0099523
OG0009705	KAI8040014.1	FBpp0072194
OG0009706	KAI8039699.1	FBpp0085913
OG0009707	KAI8040009.1	FBpp0072161
OG0009708	KAI8039735.1	FBpp0072050
OG0009709	KAI8039977.1	FBpp0072118
OG0009711	KAI8039657.1	FBpp0289734
OG0009712	KAI8040086.1	FBpp0086467
OG0009713	KAI8040085.1	FBpp0086488
OG0009714	KAI8040119.1	FBpp0087046
OG0009716	KAI8039718.1	FBpp0087120
OG0009717	KAI8040030.1	FBpp0086218
OG0009718	KAI8039679.1	FBpp0086186
OG0009719	KAI8039678.1	FBpp0086223
OG0009721	KAI8039603.1	FBpp0111303
OG0009722	KAI8039896.1	FBpp0111980
OG0009724	KAI8040083.1	FBpp0086469
OG0009725	KAI8040092.1	FBpp0086487
OG0009726	KAI8039573.1	FBpp0087232
OG0009727	KAI8039514.1	FBpp0072214
OG0009730	KAI8039525.1	FBpp0087091
OG0009731	KAI8039522.1	FBpp0428202
OG0009732	KAI8033325.1	FBpp0073295
OG0009733	KAI8040056.1	FBpp0087141
OG0009735	KAI8039612.1	FBpp0099998
OG0009736	KAI8040133.1	FBpp0111689
OG0009737	KAI8039661.1	FBpp0087138
OG0009738	KAI8039605.1	FBpp0086024
OG0009739	KAI8039621.1	FBpp0087160
OG0009740	KAI8040178.1	FBpp0072041
OG0009743	KAI8039929.1	FBpp0088518
OG0009744	KAI8039645.1	FBpp0088522
OG0009745	KAI8040128.1	FBpp0086110
OG0009748	KAI8039923.1	FBpp0072071
OG0009750	KAI8039493.1	FBpp0072245
OG0009751	KAI8039487.1	FBpp0072224
OG0009752	KAI8039539.1	FBpp0072201
OG0009753	KAI8039771.1	FBpp0293218
OG0009754	KAI8040106.1	FBpp0087266
OG0009756	KAI8040113.1	FBpp0087050
OG0009757	KAI8039553.1	FBpp0072088
OG0009758	KAI8040168.1	FBpp0072242
OG0009759	KAI8040167.1	FBpp0072229
OG0009761	KAI8040180.1	FBpp0087129
OG0009762	KAI8039644.1	FBpp0088519
OG0009763	KAI8040179.1	FBpp0072040
OG0009764	KAI8039662.1	FBpp0087169
OG0009765	KAI8039665.1	FBpp0111337
OG0009766	KAI8039593.1	FBpp0072060
OG0009767	KAI8039592.1	FBpp0111321
OG0009768	KAI8039555.1	FBpp0086103
OG0009769	KAI8039482.1	FBpp0072056
OG0009770	KAI8039973.1	FBpp0072116
OG0009771	KAI8039892.1	FBpp0087192
OG0009772	KAI8039864.1	FBpp0072248
OG0009773	KAI8039961.1	FBpp0072181
OG0009774	KAI8040154.1	FBpp0086060
OG0009775	KAI8039916.1	FBpp0310802
OG0009778	KAI8039974.1	FBpp0072057
OG0009779	KAI8035153.1	FBpp0073236
OG0009780	KAI8039673.1	FBpp0087253
OG0009781	KAI8039950.1	FBpp0087236
OG0009782	KAI8039925.1	FBpp0072074
OG0009784	KAI8039684.1	FBpp0086196
OG0009785	KAI8039589.1	FBpp0072113
OG0009786	KAI8039604.1	FBpp0086025
OG0009787	KAI8040053.1	FBpp0087139
OG0009788	KAI8039858.1	FBpp0072222
OG0009789	KAI8040188.1	FBpp0297205
OG0009791	KAI8039959.1	FBpp0072182
OG0009792	KAI8039837.1	FBpp0086048
OG0009793	KAI8039506.1	FBpp0072042
OG0009794	KAI8040169.1	FBpp0072240
OG0009795	KAI8040166.1	FBpp0072230
OG0009797	KAI8039724.1	FBpp0086150
OG0009798	KAI8039538.1	FBpp0072262
OG0009799	KAI8040002.1	FBpp0311199
OG0009800	KAI8040097.1	FBpp0086118
OG0009801	KAI8040109.1	FBpp0087220
OG0009802	KAI8039968.1	FBpp0087209
OG0009803	KAI8039978.1	FBpp0111335
OG0009804	KAI8033328.1	FBpp0073336
OG0009805	KAI8038550.1	FBpp0085643
OG0009806	KAI8038505.1	FBpp0085632
OG0009807	KAI8038908.1	FBpp0289916
OG0009809	KAI8038543.1	FBpp0085641
OG0009811	KAI8038620.1	FBpp0086894
OG0009812	KAI8038845.1	FBpp0423419
OG0009813	KAI8038860.1	FBpp0085630
OG0009814	KAI8038858.1	FBpp0085623
OG0009815	KAI8033331.1	FBpp0288787
OG0009816	KAI8038864.1	FBpp0085629
OG0009819	KAI8038862.1	FBpp0085631
OG0009820	KAI8038417.1	FBpp0086892
OG0009821	KAI8038413.1	FBpp0086893
OG0009822	KAI8038617.1	FBpp0086928
OG0009823	KAI8038615.1	FBpp0086898
OG0009825	KAI8038337.1	FBpp0086974
OG0009830	KAI8038518.1	FBpp0086986
OG0009831	KAI8038520.1	FBpp0086984
OG0009832	KAI8038517.1	FBpp0086985
OG0009833	KAI8038621.1	FBpp0086933
OG0009834	KAI8035137.1	FBpp0076890
OG0009835	KAI8035123.1	FBpp0100069
OG0009836	KAI8037217.1	FBpp0085472
OG0009837	KAI8037203.1	FBpp0085498
OG0009838	KAI8037358.1	FBpp0085457
OG0009840	KAI8037319.1	FBpp0085453
OG0009841	KAI8037239.1	FBpp0085448
OG0009844	KAI8037111.1	FBpp0297714
OG0009845	KAI8037220.1	FBpp0085466
OG0009846	KAI8037356.1	FBpp0085476
OG0009847	KAI8037332.1	FBpp0085511
OG0009848	KAI8037234.1	FBpp0085442
OG0009849	KAI8037219.1	FBpp0085467
OG0009850	KAI8037233.1	FBpp0085481
OG0009851	KAI8037338.1	FBpp0085489
OG0009852	KAI8037269.1	FBpp0085530
OG0009854	KAI8037290.1	FBpp0085802
OG0009855	KAI8037138.1	FBpp0085803
OG0009856	KAI8037295.1	FBpp0293357
OG0009858	KAI8037142.1	FBpp0085792
OG0009859	KAI8037101.1	FBpp0085825
OG0009860	KAI8037247.1	FBpp0292992
OG0009861	KAI8037292.1	FBpp0085800
OG0009863	KAI8037162.1	FBpp0292329
OG0009864	KAI8034625.1	FBpp0304659
OG0009867	KAI8037296.1	FBpp0085804
OG0009868	KAI8037249.1	FBpp0085834
OG0009870	KAI8037294.1	FBpp0085811
OG0009871	KAI8037297.1	FBpp0085801
OG0009874	KAI8037038.1	FBpp0071538
OG0009876	KAI8037044.1	FBpp0071534
OG0009877	KAI8037070.1	FBpp0071498
OG0009878	KAI8037039.1	FBpp0071537
OG0009881	KAI8036928.1	FBpp0071541
OG0009882	KAI8036923.1	FBpp0071542
OG0009883	KAI8037050.1	FBpp0071509
OG0009884	KAI8037053.1	FBpp0071547
OG0009885	KAI8037054.1	FBpp0111311
OG0009886	KAI8037068.1	FBpp0071501
OG0009887	KAI8037043.1	FBpp0071536
OG0009888	KAI8037041.1	FBpp0071533
OG0009890	KAI8036937.1	FBpp0302570
OG0009891	KAI8036940.1	FBpp0071552
OG0009892	KAI8036938.1	FBpp0071503
OG0009893	KAI8036936.1	FBpp0071502
OG0009894	KAI8036939.1	FBpp0071553
OG0009896	KAI8036492.1	FBpp0088179
OG0009898	KAI8036460.1	FBpp0088172
OG0009900	KAI8036458.1	FBpp0088910
OG0009902	KAI8037072.1	FBpp0302539
OG0009903	KAI8037011.1	FBpp0085554
OG0009904	KAI8035693.1	FBpp0111325
OG0009905	KAI8033688.1	FBpp0077783
OG0009908	KAI8035722.1	FBpp0087839
OG0009909	KAI8035698.1	FBpp0087874
OG0009910	KAI8036846.1	FBpp0271922
OG0009911	KAI8035717.1	FBpp0087821
OG0009912	KAI8035692.1	FBpp0087879
OG0009913	KAI8036995.1	FBpp0071485
OG0009914	KAI8035707.1	FBpp0087774
OG0009915	KAI8035697.1	FBpp0087871
OG0009916	KAI8036862.1	FBpp0302541
OG0009917	KAI8036863.1	FBpp0309630
OG0009918	KAI8036861.1	FBpp0302540
OG0009919	KAI8036843.1	FBpp0110110
OG0009920	KAI8035699.1	FBpp0087876
OG0009921	KAI8036993.1	FBpp0071446
OG0009922	KAI8035668.1	FBpp0087771
OG0009923	KAI8036848.1	FBpp0071449
OG0009925	KAI8035711.1	FBpp0288719
OG0009926	KAI8036994.1	FBpp0091015
OG0009927	KAI8035696.1	FBpp0087872
OG0009928	KAI8037009.1	FBpp0111310
OG0009929	KAI8036895.1	FBpp0302860
OG0009930	KAI8036894.1	FBpp0085552
OG0009931	KAI8035767.1	FBpp0087880
OG0009932	KAI8035752.1	FBpp0087848
OG0009933	KAI8035749.1	FBpp0087818
OG0009934	KAI8035753.1	FBpp0087847
OG0009935	KAI8035716.1	FBpp0087819
OG0009936	KAI8035751.1	FBpp0111326
OG0009937	KAI8035754.1	FBpp0088673
OG0009938	KAI8036859.1	FBpp0071490
OG0009939	KAI8035702.1	FBpp0087861
OG0009941	KAI8035755.1	FBpp0306398
OG0009943	KAI8035728.1	FBpp0291585
OG0009944	KAI8037061.1	FBpp0088961
OG0009945	KAI8037059.1	FBpp0071497
OG0009946	KAI8035771.1	FBpp0087805
OG0009947	KAI8036909.1	FBpp0071563
OG0009948	KAI8033672.1	FBpp0290667
OG0009949	KAI8035788.1	FBpp0087796
OG0009950	KAI8035738.1	FBpp0087862
OG0009952	KAI8036930.1	FBpp0071475
OG0009953	KAI8036876.1	FBpp0085546
OG0009954	KAI8036874.1	FBpp0085560
OG0009955	KAI8037006.1	FBpp0085550
OG0009957	KAI8037025.1	FBpp0071476
OG0009958	KAI8035789.1	FBpp0291432
OG0009959	KAI8035776.1	FBpp0088443
OG0009960	KAI8035708.1	FBpp0302640
OG0009961	KAI8036931.1	FBpp0071463
OG0009962	KAI8036881.1	FBpp0071461
OG0009963	KAI8036879.1	FBpp0071474
OG0009964	KAI8036932.1	FBpp0071462
OG0009965	KAI8035742.1	FBpp0087859
OG0009966	KAI8036908.1	FBpp0111557
OG0009967	KAI8036910.1	FBpp0111556
OG0009968	KAI8037062.1	FBpp0071562
OG0009969	KAI8035791.1	FBpp0087788
OG0009970	KAI8036849.1	FBpp0085559
OG0009971	KAI8036880.1	FBpp0085548
OG0009972	KAI8035778.1	FBpp0087741
OG0009973	KAI8036840.1	FBpp0087713
OG0009977	KAI8035705.1	FBpp0087775
OG0009978	KAI8035785.1	FBpp0085709
OG0009979	KAI8035712.1	FBpp0308444
OG0009981	KAI8036933.1	FBpp0071470
OG0009983	KAI8035766.1	FBpp0087881
OG0009984	KAI8036991.1	FBpp0309625
OG0009985	KAI8036976.1	FBpp0071478
OG0009986	KAI8036979.1	FBpp0071459
OG0009987	KAI8035307.1	FBpp0073426
OG0009988	KAI8035331.1	FBpp0074047
OG0009989	KAI8033426.1	FBpp0073429
OG0009991	KAI8039413.1	FBpp0291002
OG0009992	KAI8041574.1	FBpp0073229
OG0009993	KAI8041021.1	FBpp0075141
OG0009994	KAI8041394.1	FBpp0292442
OG0009995	KAI8041700.1	FBpp0075240
OG0009996	KAI8041109.1	FBpp0290224
OG0009998	KAI8039065.1	FBpp0311333
OG0009999	KAI8039086.1	FBpp0072837
OG0010000	KAI8039097.1	FBpp0072838
OG0010001	KAI8038970.1	FBpp0072767
OG0010003	KAI8041049.1	FBpp0292125
OG0010004	KAI8041047.1	FBpp0075128
OG0010005	KAI8039344.1	FBpp0072939
OG0010006	KAI8038984.1	FBpp0072462
OG0010009	KAI8039448.1	FBpp0072789
OG0010010	KAI8039417.1	FBpp0073000
OG0010011	KAI8039265.1	FBpp0072515
OG0010012	KAI8039300.1	FBpp0300549
OG0010013	KAI8038958.1	FBpp0072402
OG0010014	KAI8040952.1	FBpp0075223
OG0010015	KAI8040951.1	FBpp0292054
OG0010016	KAI8040950.1	FBpp0075220
OG0010017	KAI8039287.1	FBpp0072445
OG0010018	KAI8038934.1	FBpp0290467
OG0010019	KAI8039064.1	FBpp0072944
OG0010020	KAI8041473.1	FBpp0075188
